356,0
360,0.0048343
366.41,0.026056
372.81,0.10739
379.22,0.3091
385.63,0.60145
392.03,0.85191
398.44,0.97858
404.84,1
411.25,0.97042
417.66,0.88829
424.06,0.77368
430.47,0.65246
436.88,0.53578
443.28,0.42799
449.69,0.329
456.1,0.24376
462.5,0.17905
468.91,0.13345
475.32,0.097685
481.72,0.070638
488.13,0.051217
494.53,0.03806
500.94,0.029037
507.35,0.022552
513.75,0.018561
520.16,0.015907
526.57,0.013839
532.97,0.0098485
539.38,0.0090007
545.79,0.0081969
552.19,0.0074365
558.6,0.0067185
565.01,0.0060423
571.41,0.0054072
577.82,0.0048123
584.22,0.0042568
590.63,0.0037398
597.04,0.0032604
603.44,0.0028176
609.85,0.0024105
616.26,0.002038
622.66,0.0016992
629.07,0.0013932
635.48,0.0011187
641.88,0.00087488
648.29,0.00066062
654.69,0.00047491
661.1,0.00031666
667.51,0.00018487
673.91,7.8484e-05
700,0
