250,2.7877
251,2.8996
252,2.8124
253,2.7732
254,2.8454
255,2.7181
256,2.7839
257,2.8148
258,2.7245
259,2.7678
260,2.737
261,2.6604
262,2.7843
263,2.6802
264,2.7162
265,2.7682
266,2.6707
267,2.745
268,2.7675
269,2.686
270,2.7529
271,2.7081
272,2.7097
273,2.7974
274,2.7614
275,2.7503
276,2.802
277,2.7288
278,2.7586
279,2.7777
280,2.7209
281,2.7789
282,2.7602
283,2.7212
284,2.8408
285,2.7764
286,2.769
287,2.8033
288,2.7262
289,2.8358
290,2.8568
291,2.7931
292,2.8821
293,2.8082
294,2.8033
295,2.8798
296,2.8675
297,2.8576
298,2.8854
299,2.8294
300,2.9099
301,2.8822
302,2.8715
303,2.966
304,2.9116
305,2.9025
306,2.9594
307,2.9412
308,2.9821
309,2.9762
310,2.9202
311,3.023
312,3.0411
313,2.9711
314,3.0793
315,3.0461
316,3.0618
317,3.148
318,3.1067
319,3.3745
320,3.1632
321,3.0917
322,3.1231
323,3.169
324,3.111
325,3.1816
326,3.1782
327,3.1227
328,3.1845
329,3.1824
330,3.1673
331,3.2305
332,3.1772
333,3.2017
334,3.208
335,3.1669
336,3.2338
337,3.2201
338,3.2258
339,3.2459
340,3.2218
341,3.2125
342,3.2626
343,3.2082
344,3.2405
345,3.2594
346,3.2093
347,3.2862
348,3.2456
349,3.2483
350,3.2838
351,3.2227
352,3.2773
353,3.2818
354,3.2477
355,3.3111
356,3.2711
357,3.2558
358,3.3342
359,3.2742
360,3.2983
361,3.3238
362,3.2793
363,3.3227
364,3.3293
365,3.3022
366,3.3402
367,3.3156
368,3.3087
369,3.3595
370,3.3099
371,3.3246
372,3.3031
373,3.1502
374,3.0033
375,2.7441
376,2.4454
377,2.174
378,1.9215
379,1.6955
380,1.4905
381,1.3212
382,1.1734
383,1.0447
384,0.9344
385,0.8378
386,0.75445
387,0.68229
388,0.6203
389,0.56548
390,0.51801
391,0.47629
392,0.44048
393,0.40971
394,0.38448
395,0.36321
396,0.34248
397,0.32089
398,0.3016
399,0.28484
400,0.27047
401,0.25771
402,0.24597
403,0.23542
404,0.22599
405,0.21762
406,0.20983
407,0.2026
408,0.19616
409,0.19037
410,0.18478
411,0.17977
412,0.17477
413,0.17023
414,0.16617
415,0.16242
416,0.1589
417,0.15534
418,0.15224
419,0.14897
420,0.14601
421,0.1431
422,0.14062
423,0.13814
424,0.13573
425,0.13361
426,0.1316
427,0.1297
428,0.12766
429,0.12592
430,0.12407
431,0.12241
432,0.12076
433,0.11905
434,0.1175
435,0.11592
436,0.11445
437,0.11299
438,0.11163
439,0.11025
440,0.10888
441,0.10762
442,0.10608
443,0.10485
444,0.10367
445,0.10311
446,0.10258
447,0.10154
448,0.10065
449,0.099618
450,0.098697
451,0.097799
452,0.09698
453,0.096243
454,0.095578
455,0.094814
456,0.093901
457,0.093112
458,0.09244
459,0.091748
460,0.090893
461,0.090256
462,0.089393
463,0.088633
464,0.089319
465,0.092968
466,0.093268
467,0.087904
468,0.083879
469,0.082614
470,0.081719
471,0.080882
472,0.079968
473,0.079184
474,0.078405
475,0.07769
476,0.076787
477,0.075961
478,0.074978
479,0.073958
